Average ratings on churches,Average ratings on resorts,Average ratings on beaches,Average ratings on parks,Average ratings on theatres,Average ratings on museums,Average ratings on malls,Average ratings on zoo,Average ratings on restaurants,Average ratings on pubs/bars,Average ratings on local services,Average ratings on burger/pizza shops,Average ratings on hotels/other lodgings,Average ratings on juice bars,Average ratings on art galleries,Average ratings on dance clubs,Average ratings on swimming pools,Average ratings on gyms,Average ratings on bakeries,Average ratings on beauty & spas,Average ratings on cafes,Average ratings on view points,Average ratings on monuments,Average ratings on gardens
0.0,0.10600000000000001,0.73,0.6810551558752997,1.0,0.4652956298200514,1.0,0.4227053140096618,0.3557692307692307,0.4343675417661098,0.334,0.332,0.21276595744680848,0.21933962264150939,0.148,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.10600000000000001,0.73,0.683453237410072,1.0,0.46786632390745503,1.0,0.4227053140096618,0.3533653846153846,0.43198090692124114,0.334,0.33,0.21040189125295505,0.21698113207547168,0.146,0.11599999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.10800000000000001,0.7320000000000001,0.683453237410072,1.0,0.46786632390745503,1.0,0.4227053140096618,0.35096153846153844,0.43198090692124114,0.334,0.328,0.20803782505910162,0.12264150943396226,0.144,0.11599999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.10800000000000001,0.7320000000000001,0.6810551558752997,1.0,0.46786632390745503,1.0,0.3526570048309179,0.35096153846153844,1.0,0.33,0.328,0.20803782505910162,0.1202830188679245,0.15200000000000002,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.10600000000000001,0.734,0.6786570743405277,0.47164948453608246,0.46786632390745503,1.0,0.35507246376811596,0.3533653846153846,0.43198090692124114,0.33,0.328,0.20803782505910162,0.1202830188679245,0.15200000000000002,0.10600000000000001,0.0,0.0,0.0,0.10200000000000001,0.0,0.0,0.0,0.0
0.0,0.10400000000000001,0.738,0.6786570743405277,0.47164948453608246,0.46786632390745503,1.0,0.5120772946859904,0.3533653846153846,0.3627684964200478,0.33,0.328,0.2056737588652482,0.1202830188679245,0.15200000000000002,0.10600000000000001,0.0,0.0,0.0,0.10200000000000001,0.0,0.0,0.0,0.0
0.0,0.10400000000000001,0.7360000000000001,0.6786570743405277,0.4742268041237113,0.46786632390745503,0.4742268041237113,0.5120772946859904,0.2067307692307692,0.43198090692124114,0.33,0.328,0.20803782505910162,0.1202830188679245,0.15200000000000002,0.10600000000000001,0.0,0.0,0.0,0.10200000000000001,0.0,0.0,0.0,0.0
0.0,0.10600000000000001,0.738,0.6786570743405277,0.47164948453608246,0.46786632390745503,0.47164948453608246,0.5169082125603865,0.2067307692307692,0.43198090692124114,0.33,0.328,0.20803782505910162,0.1202830188679245,0.15200000000000002,0.10600000000000001,0.0,0.0,0.0,0.10400000000000001,0.0,0.0,0.0,0.0
0.0,0.10400000000000001,1.0,0.6786570743405277,0.4742268041237113,0.46786632390745503,0.47164948453608246,0.5144927536231885,0.2067307692307692,0.43198090692124114,0.33,0.328,0.20803782505910162,0.1202830188679245,0.15400000000000003,0.118,0.0,0.0,0.0,0.10600000000000001,0.0,0.0,0.0,0.0
0.0,1.0,0.7400000000000001,0.6786570743405277,0.47164948453608246,0.46786632390745503,0.4690721649484536,0.5144927536231885,0.2067307692307692,0.43198090692124114,0.33,0.328,0.20803782505910162,0.1202830188679245,0.16200000000000003,0.118,0.0,0.0,0.0,0.10200000000000001,0.0,0.0,0.0,0.0
0.0,0.10200000000000001,1.0,0.6810551558752997,0.4690721649484536,0.46786632390745503,0.47164948453608246,0.5120772946859904,0.2067307692307692,0.43198090692124114,0.33,0.328,0.20803782505910162,0.1202830188679245,0.16200000000000003,0.128,0.0,0.0,0.0,0.10400000000000001,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.6786570743405277,0.4690721649484536,0.46786632390745503,0.4690721649484536,0.5169082125603865,0.2067307692307692,0.35799522673031037,0.33,0.328,0.2056737588652482,0.1202830188679245,0.16200000000000003,0.124,0.0,0.0,0.0,0.11599999999999999,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.6786570743405277,0.47164948453608246,0.46786632390745503,0.4690721649484536,0.5169082125603865,0.2067307692307692,0.35799522673031037,0.33,0.328,0.2056737588652482,0.1202830188679245,0.18200000000000002,0.124,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
0.0,0.10200000000000001,1.0,0.6786570743405277,0.47164948453608246,0.47043701799485865,0.47164948453608246,0.5096618357487923,0.20913461538461534,0.35799522673031037,0.33,0.328,0.2056737588652482,0.1202830188679245,0.338,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.10200000000000001,0.10400000000000001,0.6786570743405277,0.4742268041237113,0.47043701799485865,0.4690721649484536,0.427536231884058,0.20913461538461534,0.35799522673031037,0.332,0.328,0.2056737588652482,0.21462264150943391,0.34,0.13999999999999999,0.10400000000000001,0.0,0.0,0.11000000000000001,0.0,0.0,0.0,0.0
0.0,0.10400000000000001,0.10400000000000001,0.6786570743405277,0.47164948453608246,0.47043701799485865,0.4690721649484536,0.5072463768115942,0.20913461538461534,0.35799522673031037,0.332,0.328,0.2056737588652482,0.21226415094339615,0.35200000000000004,0.13799999999999998,0.10600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.11000000000000001,0.10400000000000001,0.6786570743405277,0.47164948453608246,0.47043701799485865,0.4690721649484536,0.427536231884058,0.21153846153846154,0.35799522673031037,0.332,0.328,0.2056737588652482,0.21226415094339615,0.35200000000000004,0.13799999999999998,0.11000000000000001,0.0,0.0,0.11200000000000002,0.0,0.0,0.0,0.0
0.0,0.10200000000000001,1.0,0.6810551558752997,0.47164948453608246,0.47043701799485865,0.4690721649484536,0.427536231884058,0.20913461538461534,0.35799522673031037,0.332,0.328,0.2056737588652482,0.21226415094339615,0.35200000000000004,0.13799999999999998,0.11000000000000001,0.0,0.0,0.1,0.0,0.0,0.0,0.0
0.0,0.10600000000000001,0.10400000000000001,0.6810551558752997,0.47164948453608246,0.47043701799485865,0.4690721649484536,0.427536231884058,0.20913461538461534,0.35799522673031037,0.332,0.328,0.2056737588652482,0.20990566037735844,0.35200000000000004,0.11399999999999999,0.11000000000000001,0.0,0.0,0.10200000000000001,0.0,0.0,0.0,0.0
0.0,0.10600000000000001,0.10400000000000001,0.6810551558752997,0.4742268041237113,0.47043701799485865,0.4690721649484536,0.427536231884058,0.20913461538461534,0.35799522673031037,0.332,0.328,0.2056737588652482,0.20990566037735844,0.35200000000000004,0.11399999999999999,0.11200000000000002,0.0,0.0,0.1,0.0,0.0,0.0,0.0
0.0,0.10600000000000001,0.10400000000000001,0.6810551558752997,0.47164948453608246,0.47043701799485865,0.4690721649484536,0.427536231884058,0.20913461538461534,0.35799522673031037,0.332,0.328,0.2056737588652482,0.20990566037735844,0.35200000000000004,0.11200000000000002,0.10800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.10200000000000001,0.10400000000000001,0.6810551558752997,0.47164948453608246,0.47043701799485865,0.4690721649484536,0.427536231884058,0.20913461538461534,0.35799522673031037,0.332,0.328,0.2056737588652482,0.20990566037735844,0.35200000000000004,0.11200000000000002,0.11000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.10200000000000001,0.10600000000000001,0.6810551558752997,0.47164948453608246,0.47043701799485865,0.4690721649484536,0.5072463768115942,0.20913461538461534,0.35799522673031037,0.332,0.328,0.20330969267139476,0.20990566037735844,0.35000000000000003,0.136,0.10800000000000001,0.0,0.0,0.10800000000000001,0.0,0.0,0.0,0.0
0.0,0.10600000000000001,0.10600000000000001,0.6810551558752997,0.4742268041237113,0.47043701799485865,0.4690721649484536,0.5072463768115942,0.20913461538461534,0.35799522673031037,0.33,0.328,0.20330969267139476,0.20990566037735844,0.35000000000000003,0.10800000000000001,0.10800000000000001,0.0,0.0,0.10600000000000001,0.0,0.0,0.0,0.0
0.0,0.10800000000000001,0.10600000000000001,0.6810551558752997,0.4742268041237113,0.47043701799485865,0.4690721649484536,0.6304347826086957,0.2067307692307692,0.3556085918854416,0.33,0.326,0.20094562647754138,0.20990566037735844,0.34800000000000003,0.10600000000000001,0.11000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.10800000000000001,0.10800000000000001,0.683453237410072,0.4742268041237113,0.47043701799485865,0.4690721649484536,0.5289855072463768,0.2067307692307692,0.3556085918854416,0.33,0.32400000000000007,0.20094562647754138,0.20754716981132068,0.35600000000000004,0.10600000000000001,0.10600000000000001,0.0,0.0,0.10800000000000001,0.0,0.0,0.0,0.0
0.1,0.10800000000000001,1.0,0.683453237410072,0.4742268041237113,0.47043701799485865,0.4690721649484536,0.6956521739130436,0.42307692307692313,0.3532219570405729,0.328,0.32400000000000007,0.19858156028368795,0.20754716981132068,0.34600000000000003,0.10400000000000001,0.10800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.10200000000000001
0.10200000000000001,0.11000000000000001,1.0,0.6858513189448442,1.0,0.47043701799485865,0.4690721649484536,0.5072463768115942,0.42067307692307687,0.3532219570405729,0.326,0.32200000000000006,0.19858156028368795,0.20283018867924527,0.332,0.10600000000000001,0.10800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.10200000000000001
0.10400000000000001,0.11000000000000001,1.0,0.6882494004796164,0.4768041237113403,0.4730077120822623,0.4690721649484536,0.5144927536231885,0.2019230769230769,0.3508353221957041,0.326,0.32000000000000006,0.19621749408983452,0.20047169811320756,0.33,0.10400000000000001,0.11000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.10600000000000001
0.10600000000000001,0.11200000000000002,1.0,0.6882494004796164,1.0,0.4730077120822623,0.4690721649484536,0.42028985507246375,0.19951923076923075,0.34844868735083545,0.326,0.32000000000000006,0.1938534278959811,0.1981132075471698,0.11599999999999999,0.142,0.11000000000000001,0.0,0.0,0.0,0.1,0.0,0.1,0.10600000000000001
0.10800000000000001,0.11399999999999999,0.134,0.6906474820143885,1.0,0.4730077120822623,0.4690721649484536,0.41787439613526567,0.1971153846153846,0.34844868735083545,1.0,0.31800000000000006,0.19148936170212766,0.1957547169811321,0.32400000000000007,0.13999999999999999,0.10800000000000001,0.0,0.0,0.0,0.1,0.0,0.10200000000000001,0.10800000000000001
0.10800000000000001,0.11200000000000002,1.0,0.6906474820143885,1.0,0.4730077120822623,0.4690721649484536,0.4154589371980677,0.1947115384615384,0.20047732696897377,1.0,0.31600000000000006,0.18912529550827423,0.19339622641509432,0.32200000000000006,0.10600000000000001,0.11399999999999999,0.0,0.0,0.0,0.10200000000000001,0.1,0.10200000000000001,0.11000000000000001
0.11000000000000001,0.11399999999999999,1.0,0.6930455635491608,1.0,0.4730077120822623,0.4690721649484536,0.4154589371980677,0.1947115384615384,0.198090692124105,1.0,0.31400000000000006,0.1867612293144208,0.19103773584905662,0.32000000000000006,0.10600000000000001,0.118,0.0,0.0,0.0,0.10400000000000001,0.10200000000000001,0.10400000000000001,0.11399999999999999
0.11200000000000002,0.11399999999999999,1.0,0.6954436450839329,0.6804123711340205,0.4730077120822623,0.4690721649484536,0.1932367149758454,0.19230769230769226,0.19570405727923626,1.0,0.31200000000000006,0.18439716312056736,0.18867924528301885,0.31800000000000006,0.13999999999999999,0.11200000000000002,0.0,0.0,0.0,0.10600000000000001,0.10400000000000001,0.10600000000000001,0.11399999999999999
0.11399999999999999,0.11599999999999999,1.0,0.6954436450839329,0.6855670103092784,0.4730077120822623,0.4690721649484536,0.5072463768115942,0.18990384615384612,0.19570405727923626,1.0,0.31000000000000005,0.18203309692671393,0.1863207547169811,0.236,0.13799999999999998,0.11599999999999999,0.0,0.0,0.0,0.10800000000000001,0.10600000000000001,0.10600000000000001,0.11599999999999999
0.11599999999999999,0.118,1.0,0.6978417266187051,0.6881443298969072,0.4755784061696658,0.4690721649484536,0.5048309178743962,0.40865384615384615,0.3389021479713604,0.31200000000000006,0.30800000000000005,0.1796690307328605,0.18396226415094338,0.23399999999999999,0.148,0.11399999999999999,0.0,0.0,0.0,0.11000000000000001,0.10800000000000001,0.11000000000000001,0.118
0.118,0.12,1.0,0.5203836930455635,0.6881443298969072,0.4755784061696658,0.4690721649484536,0.5072463768115942,0.40865384615384615,0.33651551312649175,0.31000000000000005,0.30600000000000005,0.17730496453900707,0.18160377358490562,0.23199999999999998,0.146,0.10600000000000001,0.0,0.0,0.0,0.11200000000000002,0.10800000000000001,0.11000000000000001,0.12
0.12,0.122,1.0,0.5203836930455635,0.6829896907216495,0.4781491002570695,0.4690721649484536,0.5048309178743962,0.40625,0.33651551312649175,1.0,0.30400000000000005,0.17494089834515364,0.1792452830188679,0.22999999999999998,0.146,0.11399999999999999,0.0,0.0,0.0,0.11599999999999999,0.11000000000000001,0.11599999999999999,0.122
0.12,0.124,1.0,0.5203836930455635,0.6829896907216495,1.0000000000000002,0.4690721649484536,0.5048309178743962,0.40625,0.33412887828162297,0.30600000000000005,0.30200000000000005,0.1725768321513002,0.17688679245283015,0.22799999999999998,0.164,0.11200000000000002,0.0,0.0,0.0,0.12,0.11200000000000002,0.11599999999999999,0.124
0.122,0.126,1.0,0.5203836930455635,0.6829896907216495,1.0000000000000002,0.4690721649484536,0.5048309178743962,0.40384615384615385,0.3317422434367543,0.30400000000000005,0.30000000000000004,0.1725768321513002,0.17452830188679244,0.22799999999999998,0.32400000000000007,0.11599999999999999,0.0,0.0,0.0,0.122,0.11399999999999999,0.11599999999999999,0.126
0.124,0.126,1.0,0.7050359712230216,0.6829896907216495,1.0000000000000002,0.4690721649484536,0.5072463768115942,0.40384615384615385,0.18138424821002389,0.30400000000000005,0.298,0.17021276595744678,0.17216981132075468,0.22599999999999998,0.32400000000000007,0.11599999999999999,0.0,0.0,0.0,0.10200000000000001,0.11399999999999999,0.118,0.128
0.124,0.128,1.0,0.7074340527577938,0.6829896907216495,1.0000000000000002,0.4690721649484536,0.678743961352657,0.4014423076923076,0.17899761336515516,0.30200000000000005,0.296,0.16784869976359335,0.16981132075471697,0.31800000000000006,0.32200000000000006,0.11599999999999999,0.0,0.0,0.0,1.0,0.11599999999999999,0.118,0.13
0.126,0.13,1.0,0.709832134292566,0.6855670103092784,1.0000000000000002,0.4690721649484536,1.0,0.39903846153846156,0.17661097852028643,0.30000000000000004,0.296,0.16548463356973991,0.1674528301886792,0.22599999999999998,0.15000000000000002,0.11599999999999999,0.0,0.0,0.0,0.1,0.118,0.118,0.132
0.126,0.134,1.0,0.7194244604316548,0.6881443298969072,0.4755784061696658,0.4690721649484536,1.0,0.39903846153846156,0.32696897374701683,0.298,0.294,0.16312056737588648,0.1650943396226415,0.31400000000000006,0.15000000000000002,0.12,0.0,0.0,0.0,0.1,0.12,0.12,0.132
0.128,0.134,1.0,1.0,0.6881443298969072,1.0000000000000002,0.4690721649484536,1.0,0.4951923076923077,0.32458233890214805,0.296,0.292,0.16075650118203305,0.16273584905660374,0.31200000000000006,0.31400000000000006,0.118,0.0,0.0,0.0,0.1,0.124,0.122,0.134
0.134,0.136,1.0,1.0,0.6907216494845361,0.4730077120822623,0.4690721649484536,1.0,0.4951923076923077,0.3221957040572794,0.296,0.29,0.15839243498817962,0.16037735849056597,0.31000000000000005,0.31400000000000006,0.126,0.0,0.0,0.0,0.1,0.15000000000000002,0.122,0.128
0.13799999999999998,0.13799999999999998,0.144,1.0,0.6984536082474228,0.4755784061696658,0.4690721649484536,1.0,0.49278846153846156,0.3221957040572794,1.0,0.288,0.1560283687943262,0.15801886792452827,0.31000000000000005,0.31200000000000006,0.126,0.0,0.0,0.0,0.1,0.126,0.124,0.128
0.13999999999999999,0.13999999999999999,1.0,1.0,0.693298969072165,1.0000000000000002,0.4690721649484536,1.0,0.49278846153846156,0.3198090692124106,0.292,0.286,0.15366430260047276,0.1556603773584905,0.294,0.31000000000000005,0.128,0.0,0.0,0.0,0.13,0.15400000000000003,0.126,0.13
0.142,0.144,0.51,1.0,0.693298969072165,1.0000000000000002,0.4690721649484536,0.5072463768115942,0.4903846153846153,0.3174224343675419,1.0,0.284,0.15130023640661933,0.1533018867924528,0.288,0.30800000000000005,0.126,0.0,0.0,0.0,0.1,1.0,0.11599999999999999,0.13
0.144,0.146,1.0,1.0,0.693298969072165,1.0000000000000002,0.4690721649484536,0.49275362318840576,0.4903846153846153,0.3174224343675419,1.0,0.282,0.14893617021276595,0.15094339622641503,0.284,0.30600000000000005,0.126,0.0,0.0,0.0,0.1,1.0,0.11599999999999999,0.13
0.146,0.146,1.0,1.0,0.6958762886597938,1.0000000000000002,1.0,0.5048309178743962,0.4879807692307693,0.31503579952267313,1.0,0.282,0.14657210401891252,0.14858490566037733,0.282,0.30400000000000005,0.128,0.1,0.0,0.0,1.0,0.132,0.13,0.132
0.148,0.148,0.15800000000000003,1.0,0.6958762886597938,1.0000000000000002,0.4690721649484536,0.5024154589371981,0.485576923076923,0.31264916467780435,0.426,0.27999999999999997,0.1442080378250591,0.14622641509433956,0.27999999999999997,0.284,0.132,0.1,0.0,0.0,0.13799999999999998,0.134,0.132,0.134
0.148,0.15000000000000002,1.0,1.0,0.6984536082474228,1.0000000000000002,0.4690721649484536,0.5000000000000001,0.485576923076923,0.31264916467780435,0.42400000000000004,0.27799999999999997,0.1418439716312057,0.1438679245283019,0.27799999999999997,0.282,0.132,0.1,0.0,0.0,0.13999999999999999,0.136,0.134,0.136
0.15200000000000002,0.15000000000000002,1.0,1.0,0.6984536082474228,1.0000000000000002,0.4690721649484536,0.5000000000000001,0.483173076923077,0.31026252983293556,0.42000000000000004,0.27599999999999997,0.1418439716312057,0.14150943396226415,0.27599999999999997,0.282,0.134,0.10200000000000001,0.0,0.0,0.10200000000000001,0.13799999999999998,0.134,0.13799999999999998
0.144,0.15400000000000003,0.16200000000000003,1.0,0.7010309278350515,1.0000000000000002,0.4690721649484536,0.5000000000000001,0.483173076923077,0.38424821002386644,0.42000000000000004,0.274,0.13947990543735228,0.13915094339622644,0.274,0.282,0.10800000000000001,0.10800000000000001,0.0,0.0,0.10200000000000001,0.13999999999999999,0.136,0.13799999999999998
0.144,0.15200000000000002,1.0,1.0,0.7010309278350515,1.0000000000000002,0.4690721649484536,0.5000000000000001,0.4807692307692307,0.38186157517899777,0.418,0.274,0.13711583924349885,0.13679245283018868,0.272,0.294,0.10800000000000001,0.10200000000000001,0.1,0.0,0.10400000000000001,0.142,0.13799999999999998,0.13999999999999999
0.146,0.15200000000000002,0.16200000000000003,1.0,0.7010309278350515,1.0000000000000002,0.4690721649484536,0.5000000000000001,0.4807692307692307,0.38424821002386644,0.41600000000000004,0.27799999999999997,0.1418439716312057,0.1344339622641509,0.27,0.294,0.10800000000000001,0.12,0.1,0.0,0.10200000000000001,0.142,0.13999999999999999,0.142
0.148,0.15600000000000003,0.17,0.0,0.7036082474226805,1.0000000000000002,0.46649484536082475,0.4975845410628019,0.4783653846153846,0.38186157517899777,0.414,0.292,0.1418439716312057,0.1320754716981132,0.268,0.272,0.11000000000000001,0.11599999999999999,0.1,0.0,0.10200000000000001,0.144,0.142,0.144
0.166,0.15600000000000003,0.164,0.00479616306954439,0.7036082474226805,1.0000000000000002,0.46649484536082475,0.4975845410628019,0.47596153846153844,0.4821002386634846,0.41200000000000003,0.292,0.13711583924349885,0.12971698113207544,0.266,0.27,0.11000000000000001,0.11599999999999999,0.10600000000000001,0.1,0.15000000000000002,0.146,0.144,0.146
0.15200000000000002,0.164,0.166,1.0,0.7061855670103093,1.0000000000000002,0.4690721649484536,0.49516908212560395,0.47596153846153844,0.38186157517899777,0.41,0.292,0.13475177304964542,0.12735849056603774,0.262,0.266,0.272,0.11599999999999999,0.10400000000000001,0.1,0.10400000000000001,0.15000000000000002,0.146,0.148
0.15400000000000003,0.166,0.168,0.0071942446043165575,0.7087628865979382,1.0000000000000002,1.0,0.49516908212560395,0.4735576923076923,0.47732696897374716,0.40800000000000003,0.288,0.12293144208037826,0.12499999999999997,0.26,0.264,0.268,0.11599999999999999,0.10400000000000001,0.10200000000000001,0.10600000000000001,0.15200000000000002,0.148,0.15400000000000003
0.17,0.168,0.17,0.011990407673860948,0.7087628865979382,0.47043701799485865,1.0,0.49516908212560395,0.47115384615384615,0.47494033412887837,0.40599999999999997,0.284,0.12056737588652483,0.1202830188679245,0.256,0.26,0.11599999999999999,0.11599999999999999,0.10600000000000001,0.10200000000000001,0.10600000000000001,0.15600000000000003,0.15200000000000002,0.16000000000000003
0.16000000000000003,0.17200000000000001,0.17400000000000002,0.01678657074340531,0.7113402061855669,1.0000000000000002,0.4639175257731959,0.49275362318840576,0.46875,0.4725536992840097,0.40199999999999997,0.284,0.1252955082742317,0.1179245283018868,0.254,0.258,0.11399999999999999,0.118,0.10600000000000001,0.10400000000000001,0.10600000000000001,1.0,0.15400000000000003,0.17600000000000002
0.164,0.17400000000000002,0.17800000000000002,1.0,0.7113402061855669,1.0000000000000002,1.0,0.49275362318840576,0.46634615384615374,0.46778042959427213,0.4,0.27799999999999997,0.11583924349881797,0.11320754716981132,0.25,0.254,0.11399999999999999,0.12,0.10600000000000001,0.10400000000000001,0.10600000000000001,1.0,0.15800000000000003,0.18000000000000002
0.166,0.17800000000000002,0.18000000000000002,0.9136690647482014,0.713917525773196,1.0000000000000002,0.46134020618556704,0.4903381642512078,0.4639423076923077,0.46539379474940334,0.396,0.27599999999999997,0.1182033096926714,0.1084905660377358,0.246,0.252,0.11599999999999999,0.124,0.10800000000000001,0.10600000000000001,0.10800000000000001,1.0,0.16200000000000003,0.18600000000000003
0.17,0.18200000000000002,0.18200000000000002,0.9136690647482014,0.7164948453608246,1.0000000000000002,0.46134020618556704,0.4879227053140096,0.4591346153846154,0.46300715990453467,0.394,0.272,0.10638297872340424,0.10613207547169809,0.244,0.25,0.254,0.11200000000000002,0.10800000000000001,0.10600000000000001,0.11000000000000001,1.0,0.122,0.17
0.17400000000000002,0.18400000000000002,0.188,0.9136690647482014,0.7164948453608246,1.0000000000000002,0.45876288659793807,0.4879227053140096,0.4567307692307693,0.460620525059666,0.39,0.268,0.10165484633569738,0.10141509433962262,0.24,0.272,0.288,0.11200000000000002,0.10800000000000001,0.10800000000000001,0.11000000000000001,0.17200000000000001,0.124,0.17200000000000001
0.18000000000000002,0.188,0.19,0.9136690647482014,0.7190721649484537,1.0000000000000002,0.4561855670103093,0.48550724637681164,0.454326923076923,0.45584725536992854,0.386,0.264,0.09692671394799052,0.09669811320754715,0.236,0.27,0.27799999999999997,0.11399999999999999,0.11000000000000001,0.10800000000000001,0.11000000000000001,1.0,0.17200000000000001,0.17800000000000002
0.18400000000000002,0.192,0.194,0.9136690647482014,0.7216494845360826,1.0000000000000002,0.45360824742268036,0.48309178743961356,0.4495192307692307,0.45346062052505975,0.382,0.26,0.09456264775413709,0.09198113207547168,0.23399999999999999,0.236,0.272,0.11399999999999999,0.11200000000000002,0.11000000000000001,0.11200000000000002,1.0,0.17600000000000002,0.18200000000000002
0.188,0.196,0.198,0.9136690647482014,0.7242268041237114,1.0000000000000002,0.45360824742268036,0.48309178743961356,0.4471153846153847,0.4486873508353223,0.38,0.256,0.08983451536643022,0.08726415094339621,0.22999999999999998,0.264,0.18000000000000002,0.11599999999999999,0.11200000000000002,0.11000000000000001,0.11399999999999999,1.0,0.18000000000000002,0.192
0.192,0.2,0.20400000000000001,0.9136690647482014,0.7242268041237114,1.0000000000000002,0.45360824742268036,0.4806763285024155,0.44471153846153844,0.4463007159904536,0.376,0.264,0.08510638297872336,0.08254716981132074,0.22599999999999998,0.262,0.17800000000000002,0.118,0.11399999999999999,0.11200000000000002,0.11399999999999999,1.0,0.18400000000000002,0.18600000000000003
0.196,0.20400000000000001,0.20600000000000002,0.9136690647482014,0.7268041237113403,1.0000000000000002,0.4510309278350516,0.4782608695652174,0.43990384615384615,0.44391408114558484,0.37200000000000005,0.22599999999999998,0.08037825059101655,0.07783018867924527,0.22000000000000003,0.22599999999999998,0.17600000000000002,0.12,0.11599999999999999,0.11399999999999999,0.11599999999999999,1.0,0.188,0.19
0.2,0.20800000000000002,0.21000000000000002,0.9160671462829738,0.7293814432989691,1.0000000000000002,0.4458762886597938,0.4782608695652174,0.4375,0.4391408114558474,0.36800000000000005,0.22200000000000003,0.07565011820330969,0.07547169811320756,0.21800000000000003,0.22200000000000003,0.17600000000000002,0.12,0.11599999999999999,0.11399999999999999,0.11599999999999999,1.0,0.192,0.192
